Item Code,Category,Type,Material,Description,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQL-NTBL-02 -- NESTING TABLE SET OF 3 WITH CANEWORK,Table,Nesting,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQL-RCHR -- ROCKING CHAIR WITH CANE,Chair,Cane Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQLSBRD-01 -- Burma Teak  Side Board,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQLSCBRD-01 -- Burma Teak  Show case,Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQLSCBRD-02 -- Burma teakShow case,Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQLSCBRD-03 -- BURMA TEAK TILES SIDE BOARD (BIG),Cupboard,Cabinet,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQLSCBRD-04 -- Burma teak Show case,Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQL-SCBRD-05 -- 6 FT BURMA TEAK TV UNIT,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQL-SFA-02 -- Burma teak  Sofa two Seater,Sofa,Fabric ,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQL-SFA-03 -- Burma teak Cushion Set 2+1+1,Sofa,Fabric ,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQL-SFA-04 -- LEATHER FITTED SOFA SET 3+1+1,Sofa,Leather,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQLSHZBD -- LEATHER FITTED CHESLOUNGE BED,Sofa,Leather,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQL-TBL-01 -- TEAK WOOD LEATHER PUFFY,Sofa,Leather,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQL-TBL-02 -- Half Round Table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQL-TBL-03 -- Corner Table wth Marble Top,Table,Side Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQLTBL-04 -- Rose wood Desk,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQLTBL-10 -- Teakwood Table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQLTBL-11 -- TEAKWOOD DINNING TABLE WITH GLASS TOP,Table,Dining Table,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-AQLTBL-12 -- FOLDING WRITTING TABLE,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-BJT -- OLD WOODEN BAJOT,Bajot,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-BK-SHF -- BURMA TEAK BOOK SHELF,Shelf,Book Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-BK-SHF-01 -- BOOK CASE OLD BURMA TEAK,Shelf,Book Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-BSD-TBL -- TEAK WOOD BEDSIDE TABLE,Table,Bedside,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SACBD -- Old Rosewood/ Burma teak Cupboard,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-CSTD -- CLOTHES STAND IN BURMA TEAK,Stand,Coat Rack,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-CSTD-03 -- Coat stand,Stand,Coat Rack,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE0915-01 -- W/C Plate Slate,Home Decor,Obects,Stone,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE0915-03 -- W/C Hook Big,Home Decor,Obects,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE0915-04 -- W/C Stick,Home Decor,Obects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE0915-06 -- W/C Brass Hanger,Home Decor,Obects,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE0915-07 -- W/C Toy,Home Decor,Animal,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE0915-08 -- W/C Cow,Home Decor,Animal,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE0915-10 -- Glass Buterr Maker Jar,Home Decor,Obects,Glass,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE0915-11 -- W/C Pot,Home Decor,Utensil,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE0915-13 -- W/C Hook,Home Decor,Obects,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE0915-14 -- W/C Hook,Home Decor,Obects,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE0915-18 -- W/C Frame wth print,Frame,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SAE1013-06 -- BOX,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-ESL -- EASEL IN BURMA  TEAK BIG,Home Decor,Objects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-ESL-1 -- MEDIUM EASEL,Home Decor,Objects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-ESL-2 -- SMALL EASEL,Home Decor,Objects,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-K-BED -- TEAK TWO POSTER BED,Bed,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-K-BNCH-03 -- SLAT BENCH BURMA TEAK,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-KCAB -- BURMA TEAK BANGLE CABINET,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-KCON -- BURMA TEAK CONSOLE WITH/WITHOUT MARBEL,Table,Console,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-KCON-01 -- BURMA TEAK D CONSOLE WITH CARVING,Table,Console,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-KCSTD -- Teak Clothes Rack/Horse,Stand,Coat Rack,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-KCTBL-1 -- BURMA TEAK CENTER TABLE WITH TWO DRAWER,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-K-CUP-02 -- BURMA TEAK CHATTAI /CARVED CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-K-MAG -- BURMA TEAK MAGAZINE STAND WITH TILE,Stand,Magazine Stand,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-KMR -- BURMA TEAK  MIRROR,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-K-ORD-2 -- ORDER TABLE WITH TWO DRAWER,Table,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-K-ORD-3 -- ORDER BED,Bed,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-K-ORD-4 -- ORDER TABLE WITH MARBLE,Table,,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-KSHCAB -- BURMA TEAK GLASS CROCKERY CABINET,Cupboard,Cabinet,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-KSHF-01 -- BURMA TEAK OPEN SHELF,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-K-SHRK -- L SHAPE SHOE RACK,Stand,Shoe Rack,Wood,Shoe rack --> New sub-category?,,,,,,,,,,,,,,,,,,,,,,,,,
SA-KSTL -- BURMA TEAK UPHOLSTERY STOOL,Table,Stool,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-K-TBL-01 -- BIG TABLE,Table,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-KTBL-07 -- Tile stool small,Table,Stool,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-MAG -- TEAK MAGAZINE STAND,Stand,Magazine Stand,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-M-CHR -- CHAIRS,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-M-CON-1 -- Burma Teak Console Table wth Tile,Table,Console,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-MMIR-05 -- Gothic Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-MMIR-06 -- GOTHIC MIRROR,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-M-MR-6 -- DRESSING TABLE WITH LONG MIRROR,Table,Dressing Table,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-MR-1 -- Burma Teak  Kerela Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-MR-2 -- BURMA TEAK KERLA MIRROR,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-MR-3 -- BURMA TEAK WALL MIRROR,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-MR-4 -- BURMA TEAK WALL MIRROR WITH DRAWER,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-MR-5 -- Sleeperwood Mirror,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-M-TAB -- FOUR TILE TABLE,Table,Side Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-M-TAB-1 -- TILE TABLE,Table,Side Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-M-TBL -- TABLE ON ORDER,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-BN -- OLD BURMA TEAK BENCH,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-BN-01 -- OLD BENCH,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-BNCH -- BURMA TEAK BENCH,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-BNCH-03 -- OLD BENCH,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-BNCH-1 -- Bruma Teak Bench/ BHAVNAGRI JHULA,Swing,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-BNCH-2 -- OLD BENCH,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-BNCH-4 -- OLD COLLAGE BENCH,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CAB-01 -- DISTRESS GREEN OLD CABINET WITH MIRROR,Cupboard,Cabinet,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CAB-02 -- BURMA TEAK CABINET,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CAB-04 -- OLD WALL CABINET DISTRESS FINISH  IN TEAK WITH MIRROR,Cupboard,Cabinet,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CD -- OLD ROSEWOOD CHEST OF DRAWER,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CHR -- OLD CHAIR,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CHR-1 -- OLD CHAIR WITH UPHOLSTRY,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CHR-2 -- OLD BURMA TEAK CHAIRS WITH UPHOLSTRY,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CK -- OLD TEAK CHOWKI/PEDA,Bajot,Pidda,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP -- OLD BURMA AND ROSEWORD GOA CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-01 -- OLD BURMA TEAK CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-02 -- OLD BURMA TEAK SUNBURST CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-03 -- OLD BURMA TEAK CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-04 -- OLD BURMA TEAK CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-05 -- CHEST OF DRAWER +CUPBOARD IN ROSEWOOD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-06 -- Burma Teak wood - Book case,Shelf,Book Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-08 -- OLD SMALL CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-09 -- BURMA TEAK CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-1 -- OLD CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-10 -- BURMA TEAK GLASS CUPBOARD WHITE DISTRESS,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-12 -- OLD ROSEWOOD CUPBOARD WITH GLASS,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-13  -- OLD BURMA TEAK CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-14 -- OLD BURMA TEAK CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-15 -- ROSEWOOD CABINET,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-CUP-16 -- OLD BURMA TEAK CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-DR -- OLD BURMA TEAK DRESSING TABLE,Table,Dressing Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-DSK -- OLD STUDY DESK,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-DSK-01 -- OLD SCHOOL DESK,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-DSK-02 -- OLD DESK,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-DSK-03 -- OLD BURMA TEAK DESK,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-DSK-04 -- OLD DESK IN BURMA TEAK,Table,Study Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-MR -- OLD SWIVEL MIRROR,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-MR-1 -- OLD MIRROR FRAME IN DISTRESS,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-MR-2 -- OLD MIRROR,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-PT -- Old Burma Teak Pitara,Trunk,Pitara,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-SHF -- OLD BURMA TEAK MANDNI,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-SHLF -- OPEN SHELF IN BURMA TEAK,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-SHLF-1 -- OLD BURMA TEAK SHELF WITH MIRROR,Shelf,Open Shelf,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-STL -- OLD DISTRESS STOOL,Table,Stool,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TAB-04 -- OLD BURMA TEAK HEXIGONAL TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TAB-06 -- OLD BURMA TEAK ROUND TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TAB-07 -- OLD ROSEWOOD ROUND LAZARAS WITH MARBLE TOP,Table,Coffee Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TAB-08 -- OLD BURMA TEAK TABLE WITH FOUR DRAWERS,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TAB-09 -- OLD TABLE WITH MARBLE,Table,Coffee Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TAB-10 -- ROUND BURMA TEAK OLD TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TAB-11 -- ROUND OLD TEAK TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TAB-12 -- OLD SQUARE BURMA TEAK TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TAB-13 -- WOODEN ROUND TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TBL-01 -- BURMA TEAK OLD TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TBL-02 -- OLD BURMA TEAK TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TBL-03 -- OLD BURMA TEAK OVEL TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TBL-05 -- BURMA TEAK OLD DRAWER TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-OLD-TBL-06 -- HEXIGONAL TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-PTR -- OLD BURMA TEAK PITRA,Trunk,Pitara,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-SHM-CUP -- OLD CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-SHM-CUP-1 -- TEAK WOOD CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-SHM-MR -- DRESSING TABLE / MIRROR,Mirror,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-SHM-MRR-1 -- DRESSING MIRROR,Mirror,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-SHM-MRR-2 -- OVAL SHAPE MIRROR,Mirror,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-TBL -- Burma Teak long Table with tile,Table,Coffee Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-TBL-01 -- Long Table with tile,Table,Coffee Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-TBL-02 -- Small Table-Round and Square,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-TBL-03 -- Table with/without 4 tile,Table,Coffee Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-TBL-05 -- TEAK WOOD AND GLASS SQUARE CENTER TABLE,Table,Coffee Table,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-TBL-06 -- TABLE IN BURMA TEAK,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SA-TBL-48 -- Old Burma Teak  wood table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SBNCH-01 -- Carved old BT,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-015 -- WOODEN CENTRE TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-02 -- 4 FOUR TILE TABLE,Table,Coffee Table,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-03 -- WOODEN BENCH,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-04 -- WOODEN CARVED SOFA SET,Sofa,Fabric ,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-041 -- WOODEN CHEST OF DRAWER,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-042 -- WOODEN BOOK SHELF,Shelf,Book Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-044 -- TEAK WOOD WOODEN CHEST OF DRAWER PAINTED,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-046 -- IRON CASTING BENCH,Chair,Bench,Metal and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-047 -- WOODEN PAINTED CHEST OF DRAWER,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-048 -- WOODEN RUSTIC SIDEBOARD,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-050 -- WOODEN SIDE TABLE,Table,Side Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-051 -- WOODEN RUSTIC SIDEBOARD,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-052 -- WOODEN BLUE COLOUR PAINTED BOX,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-053 -- WOODEN CARVED TABLE,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-055 -- WOODEN SIDE TABLE,Table,Side Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-057 -- WOODEN MANJUSH,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-058 -- MIRROR WITH STAND,Mirror,,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-059 -- WOODEN CUPBOARD WITH TILE,Cupboard,Regular,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-060 -- WOODEN IRON SIDEBOARD,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-061 -- WOODEN RUSTIC SMALL CUPBOARD,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-062 -- WOODEN SMALL MANJUSH,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-063 -- WOODEN MAGAZINE STAND,Stand,Magazine Stand,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-07 -- WOODEN BRASS FITTED BOX,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-08 -- WOODEN BED TYPE BECNH,Bed,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-12 -- CUSHION CHAIR,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-14 -- WOODEN BENCH,Chair,Bench,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-17 -- WOODEN CUPBOARD WITH GLASS,Cupboard,Regular,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-21 -- LEATHER CHAIR,Chair,Sofa Chair with Leather,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-22 -- WOODEN BIRD CAGE,Home Decor,Cage,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-24 -- BOAT SHAPE CABINET,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-28 -- COFEE TABLE BOX,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
"SH/GJ-33 -- ROSE WOOD BED
6X8X4",Bed,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/GJ-36 -- WOODEN COLOURED BIG CABINET,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
"SH/GJ-39 -- MARBLE MADE SQURE BOWL
(BIG)",Home Decor,Objects,Stone,,,,,,,,,,,,,,,,,,,,,,,,,,
SHBNCH-1 -- BT & Cane bench,Chair,Cane Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHCNL-01 -- Console table marble top,Table,Console,Stone and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SH-GJ-013 -- W/D DINNING TABLE,Table,Dining Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHMBTBL-02 -- Burma teak Bed Side Table,Table,Bedside,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHMBTBL-03 -- Old Burma Teak Table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHMCBNT01 -- Burma Teak Cabinet,Cupboard,Cabinet,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHMCBRD-03 -- Old burma teak Cupboard,Table,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHMCHR-01 --  Old Burma Teak Chair,Chair,Sitting Chair,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHMCHT-01 -- Old Burma Teak Chest,Trunk,Chest,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHMCODR-01 --  Burma Teak Multi Drawer,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHMSCE-01 -- Burma Teak  wood showcase,Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHMSRK-01 -- Burma Teak  Shoe Rack,Stand,Shoe Rack,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHMSRK-02 -- Old Burma Teak Shoe rack,Stand,Shoe Rack,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRK-01 -- burma teak rack,Shelf,Open Shelf,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SHSCBD-01 -- Burma Teak Showcase,Cupboard,Showcase,Glass and Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1013-04 -- Coco cola box,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1013-06 -- Iron Trolly Centre Table,Table,Coffee Table,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1013-07 -- Iron Wooden Lader Shelf,Shelf,Open Shelf,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1013-24 -- Old Burma teak Cupboard,Cupboard,Regular,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKP-01 -- MAGAZINE RACKS MADE FROM BURMA TEAKWOOD,Home Decor,Magazine Stand,Wood,Change Home Decor to Stand later.,,,,,,,,,,,,,,,,,,,,,,,,,
SKP-02 -- WOODEN TEA BOXES,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
SKP-05 -- WOODEN SMALL CUTLERY BOX,Home Decor,Box,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
